InputName,InputM,InputN,InputRk,TargetRk,Opt_delta,Our_delta,Delta_diff,Svd_time,Our_time,Time_gain,Our_Iter
rnd_6_3_6,640,640,640,639,1.77893863105221e-05,1.77893863277881e-05,1.72660381814443e-14,0.0773101,19.8068794,-19.7295693,7
rnd_6_4_1,640,640,640,2,0.995261069017357,0.995308326913407,4.72578960500902e-05,0.070705,2.4155223,-2.3448173,56
rnd_6_4_2,640,640,640,129,0.705344608415518,0.705395145724749,5.05373092314354e-05,0.070705,77.7225079,-77.6518029,117
rnd_6_4_3,640,640,640,257,0.447129188761998,0.447153219876598,2.4031114599421e-05,0.070705,134.3671076,-134.2964026,107
rnd_6_4_4,640,640,640,384,0.242549370760133,0.242560929377668,1.15586175347127e-05,0.070705,195.6038102,-195.5331052,106
rnd_6_4_5,640,640,640,512,0.0857250956243756,0.0857320993586303,7.00373425469025e-06,0.070705,258.8303101,-258.7596051,110
rnd_6_4_6,640,640,640,639,0.000203048823436933,0.000203048900926624,7.74896912044895e-11,0.070705,53.6181117,-53.5474067,19
rnd_6_5_1,640,640,640,2,0.995378410216346,0.995425575031273,4.71648149272808e-05,0.067585,3.4883708,-3.4207858,79
rnd_6_5_2,640,640,640,129,0.724982581276468,0.725040466986763,5.78857102954133e-05,0.067585,105.963165,-105.89558,147
rnd_6_5_3,640,640,640,257,0.474191848919529,0.474228572177312,3.6723257783644e-05,0.067585,191.6332069,-191.5656219,152
rnd_6_5_4,640,640,640,384,0.258855147452438,0.258876902520941,2.17550685033818e-05,0.067585,236.9389841,-236.8713991,128
rnd_6_5_5,640,640,640,512,0.104153683845376,0.104161543132576,7.85928720055395e-06,0.067585,439.9430681,-439.8754831,187
rnd_6_5_6,640,640,640,639,8.25151617606301e-06,8.25151641329518e-06,2.37232171637646e-13,0.067585,19.9207364,-19.8531514,7
